,state,status,latlon,lat,lon
4166,MI,16,"(42.802808, -83.0129874)",42.802808,-83.0129874
4165,MI,31,"(43.119721, -85.559604)",43.119721,-85.559604
4163,MI,134,"(42.680588, -83.1338214)",42.680588,-83.1338214
4060,MI,3,"(41.9842131, -84.6619016)",41.9842131,-84.6619016
4185,MI,1,"(43.732239, -83.451072)",43.732239,-83.451072
4186,MI,1,"(42.6708659, -83.0329844)",42.6708659,-83.0329844
4187,MI,1,"(42.6702185, -83.0342624825581)",42.6702185,-83.0342624826
4209,MI,11,"(42.4969805, -82.8888054)",42.4969805,-82.8888054
4208,MI,19,"(41.9031963, -85.5356726)",41.9031963,-85.5356726
4207,MI,2,"(43.000928, -84.5585098)",43.000928,-84.5585098
4206,MI,3,"(45.8686238, -84.7278281)",45.8686238,-84.7278281
4204,MI,24,"(42.4969805, -82.8888054)",42.4969805,-82.8888054
4203,MI,3,"(42.9426715, -82.6283554)",42.9426715,-82.6283554
4202,MI,2,"(43.4083637, -84.6066704)",43.4083637,-84.6066704
4201,MI,3,"(42.7494732, -83.4735541)",42.7494732,-83.4735541
4200,MI,13,"(43.076963, -86.196997)",43.076963,-86.196997
4199,MI,42,"(42.2050383, -84.5527387)",42.2050383,-84.5527387
4197,MI,11,"(42.20611635, -83.2046086601821)",42.20611635,-83.2046086602
4196,MI,1,"(42.9203716, -87.9320865)",42.9203716,-87.9320865
4195,MI,5629,"(42.4733689, -83.2218731)",42.4733689,-83.2218731
4192,MI,5,"(42.451377, -83.659179)",42.451377,-83.659179
4191,MI,21,"(42.4030865, -86.2736407)",42.4030865,-86.2736407
4190,MI,16,"(42.6708659, -83.0329844)",42.6708659,-83.0329844
4189,MI,2,"(42.6708659, -83.0329844)",42.6708659,-83.0329844
4188,MI,52,"(42.62644, -83.054677)",42.62644,-83.054677
4198,MI,1,"(43.160858, -85.710039)",43.160858,-85.710039
4059,MI,2,"(42.9072481, -85.7919784)",42.9072481,-85.7919784
4093,MI,22,"(42.2094839, -85.784453)",42.2094839,-85.784453
4057,MI,1,"(43.291698, -84.6075)",43.291698,-84.6075
3929,MI,1,"(37.46858805, -122.210421812875)",37.46858805,-122.210421813
3928,MI,2,"(46.5138246, -87.9634679)",46.5138246,-87.9634679
3927,MI,1,"(41.9234455, -85.5287424)",41.9234455,-85.5287424
3926,MI,2,"(45.070005, -85.264511)",45.070005,-85.264511
3925,MI,12,"(43.9898628, -86.0062016)",43.9898628,-86.0062016
3924,MI,9,"(42.4850362, -83.0277002)",42.4850362,-83.0277002
3923,MI,2,"(43.4061425, -84.9750182)",43.4061425,-84.9750182
3922,MI,2,"(43.600852, -83.174669)",43.600852,-83.174669
3921,MI,2,"(43.176977, -84.846395)",43.176977,-84.846395
3920,MI,21,"(43.491132, -83.396897)",43.491132,-83.396897
3919,MI,1436,"(42.308081, -83.4868677071791)",42.308081,-83.4868677072
3918,MI,12,"(42.7891193, -85.5163391)",42.7891193,-85.5163391
3917,MI,23,"(44.2519526, -85.4011619)",44.2519526,-85.4011619
3916,MI,7,"(42.8122508, -85.7228062)",42.8122508,-85.7228062
3915,MI,3,"(42.84662555, -83.0415404332203)",42.84662555,-83.0415404332
3914,MI,5,"(40.7378338, -83.3699219)",40.7378338,-83.3699219
3913,MI,2,"(41.8722716, -85.1946963)",41.8722716,-85.1946963
3912,MI,2,"(34.8095424, -88.2588869)",34.8095424,-88.2588869
3911,MI,33,"(42.5316918, -83.7846458)",42.5316918,-83.7846458
3910,MI,11,"(41.9430986, -86.5569659)",41.9430986,-86.5569659
3909,MI,3,"(43.3594696, -83.8816364)",43.3594696,-83.8816364
3930,MI,5,"(45.202075, -84.9676387)",45.202075,-84.9676387
3908,MI,2,"(45.216675, -85.013942)",45.216675,-85.013942
3931,MI,11,"(42.5637369, -84.8355792)",42.5637369,-84.8355792
3933,MI,10,"(42.648424, -83.423096)",42.648424,-83.423096
3954,MI,981,"(42.3222599, -83.1763145)",42.3222599,-83.1763145
3952,MI,3,"(43.0347491, -83.5180063)",43.0347491,-83.5180063
3951,MI,1,"(46.098007, -88.334024)",46.098007,-88.334024
3950,MI,1,"(34.8495619, -82.4940153)",34.8495619,-82.4940153
3949,MI,3,"(43.0639112, -85.9347667)",43.0639112,-85.9347667
3948,MI,1,"(42.56921505, -83.4996709816269)",42.56921505,-83.4996709816
3947,MI,22,"(42.56921505, -83.4996709816269)",42.56921505,-83.4996709816
3946,MI,30,"(42.56921505, -83.4996709816269)",42.56921505,-83.4996709816
3945,MI,4,"(42.5911431, -83.4907721)",42.5911431,-83.4907721
3944,MI,1,"(42.381337, -83.308173)",42.381337,-83.308173
3943,MI,8,"(41.9403263, -85.0005215)",41.9403263,-85.0005215
3942,MI,5,"(42.58484, -82.9348245827748)",42.58484,-82.9348245828
3941,MI,1,"(42.58484, -82.9348245827748)",42.58484,-82.9348245828
3940,MI,383,"(42.58484, -82.9348245827748)",42.58484,-82.9348245828
3939,MI,4,"(42.9435238, -84.6125345)",42.9435238,-84.6125345
3938,MI,8,"(44.2976411, -84.6559428)",44.2976411,-84.6559428
3937,MI,39,"(42.5333682, -83.1463166)",42.5333682,-83.1463166
3936,MI,19,"(42.7086411, -83.4396633)",42.7086411,-83.4396633
3935,MI,2,"(36.6120062, -91.8995944)",36.6120062,-91.8995944
3934,MI,1,"(42.6628105, -82.8424208)",42.6628105,-82.8424208
3932,MI,2,"(42.3180163, -84.020224)",42.3180163,-84.020224
3907,MI,4,"(43.879012, -85.800136)",43.879012,-85.800136
3905,MI,4,"(42.575186, -83.2939811481481)",42.575186,-83.2939811481
3878,MI,1,"(43.603358, -84.069705)",43.603358,-84.069705
3877,MI,3,"(43.0303053, -83.1660514)",43.0303053,-83.1660514
3876,MI,1,"(39.2150584, -84.4554978)",39.2150584,-84.4554978
3875,MI,2,"(42.2487122, -83.7468022616438)",42.2487122,-83.7468022616
3874,MI,5116,"(42.2681569, -83.7312291)",42.2681569,-83.7312291
3873,MI,1,"(42.3359986, -83.5220253)",42.3359986,-83.5220253
3872,MI,1,"(46.2327267, -88.4487476)",46.2327267,-88.4487476
3871,MI,5,"(45.0616794, -83.4327528)",45.0616794,-83.4327528
3870,MI,7,"(42.9205842, -83.0449348)",42.9205842,-83.0449348
3869,MI,40,"(43.37892, -84.659727)",43.37892,-84.659727
3868,MI,1,"(42.9760963, -85.907477)",42.9760963,-85.907477
3867,MI,77,"(42.9722455, -85.9536535)",42.9722455,-85.9536535
3866,MI,54,"(42.2575385, -83.2110375)",42.2575385,-83.2110375
3865,MI,69,"(42.5867203, -85.8861492)",42.5867203,-85.8861492
3864,MI,2,"(42.243097, -84.7530304)",42.243097,-84.7530304
3863,MI,28,"(41.8975152, -84.0373054)",41.8975152,-84.0373054
3862,MI,128,"(42.9547136, -85.4879523)",42.9547136,-85.4879523
3861,MI,4,"(42.3298245, -83.1886829)",42.3298245,-83.1886829
3860,MI,1,"(42.5638288114545, -83.1790714242028)",42.5638288115,-83.1790714242
3859,MI,1,"(42.49647815, -83.4311753072319)",42.49647815,-83.4311753072
3858,MI,7,"(42.6991838557439, -83.2549100090834)",42.6991838557,-83.2549100091
3879,MI,4,"(39.28810415, -94.569084904609)",39.28810415,-94.5690849046
3881,MI,6,"(36.1584595, -115.0228655)",36.1584595,-115.0228655
3882,MI,2669,"(39.28810415, -94.569084904609)",39.28810415,-94.5690849046
3904,MI,302,"(42.583645, -83.2454883)",42.583645,-83.2454883
3903,MI,11,"(42.5378124, -83.2329863)",42.5378124,-83.2329863
3902,MI,60,"(42.5467012, -83.2113192)",42.5467012,-83.2113192
3901,MI,2,"(43.250859, -83.794131)",43.250859,-83.794131
3900,MI,1,"(42.515868, -83.2732643)",42.515868,-83.2732643
3899,MI,743,"(42.515868, -83.2732643)",42.515868,-83.2732643
3898,MI,40,"(43.698078, -85.483656)",43.698078,-85.483656
4058,MI,262,"(42.2465036, -84.4016963)",42.2465036,-84.4016963
3896,MI,51,"(41.9464336, -86.3388965)",41.9464336,-86.3388965
3895,MI,12,"(42.5030909, -83.1835389)",42.5030909,-83.1835389
3955,MI,10,"(42.3369816, -83.2732627)",42.3369816,-83.2732627
3894,MI,517,"(42.1167065, -86.4541894)",42.1167065,-86.4541894
3892,MI,26,"(42.2048414, -83.4852106)",42.2048414,-83.4852106
3891,MI,1,"(43.09781, -85.228906)",43.09781,-85.228906
3890,MI,35,"(43.5944677, -83.8888648)",43.5944677,-83.8888648
3889,MI,177,"(42.3192548, -85.1824269)",42.3192548,-85.1824269
3888,MI,8,"(42.3125356, -86.1130794)",42.3125356,-86.1130794
3887,MI,3,"(43.901123, -85.851729)",43.901123,-85.851729
3886,MI,1,"(43.801959, -83.000777)",43.801959,-83.000777
3885,MI,29,"(43.801959, -83.000777)",43.801959,-83.000777
3883,MI,1,"(42.3364294, -85.3522219)",42.3364294,-85.3522219
3893,MI,1,"(43.0755822, -85.6091987)",43.0755822,-85.6091987
3956,MI,1,"(43.0339926, -82.4626337)",43.0339926,-82.4626337
3897,MI,2,"(42.5239237, -83.2232631)",42.5239237,-83.2232631
3958,MI,5383,"(42.3486635, -83.0567375)",42.3486635,-83.0567375
4029,MI,14,"(39.26188465, -84.7922270310304)",39.26188465,-84.792227031
4028,MI,1,"(42.587337, -82.8104841066977)",42.587337,-82.8104841067
4027,MI,3,"(42.4330924, -82.9240833)",42.4330924,-82.9240833
4026,MI,12,"(43.8416816, -82.6415957)",43.8416816,-82.6415957
4025,MI,4,"(47.126871, -88.580956)",47.126871,-88.580956
4024,MI,8,"(42.3928151, -83.0496438)",42.3928151,-83.0496438
4023,MI,1,"(42.6772496, -86.0061464)",42.6772496,-86.0061464
4022,MI,10,"(46.2810556, -87.4409718)",46.2810556,-87.4409718
4021,MI,106,"(42.4436478, -82.9068603)",42.4436478,-82.9068603
4020,MI,12,"(42.4092038, -82.8918587)",42.4092038,-82.8918587
4019,MI,2,"(42.3861485, -82.9118591)",42.3861485,-82.9118591
4018,MI,16,"(43.1775314, -85.2527987)",43.1775314,-85.2527987
4017,MI,1,"(43.2903117, -84.6098023)",43.2903117,-84.6098023
4016,MI,82,"(42.2508691, -84.2130083)",42.2508691,-84.2130083
4015,MI,26,"(42.909598, -85.7630956)",42.909598,-85.7630956
4014,MI,1601,"(42.9632405, -85.6678639)",42.9632405,-85.6678639
4013,MI,88,"(42.7533685, -84.7463757)",42.7533685,-84.7463757
4012,MI,28,"(43.0630734, -86.2283864)",43.0630734,-86.2283864
4011,MI,43,"(42.9275277, -83.6299518)",42.9275277,-83.6299518
4031,MI,1,"(39.26188465, -84.7922270310304)",39.26188465,-84.792227031
4032,MI,2,"(42.7467159, -84.4011807)",42.7467159,-84.4011807
4033,MI,4,"(42.6458683, -85.2908404)",42.6458683,-85.2908404
4034,MI,9,"(42.4620142, -83.1035688)",42.4620142,-83.1035688
3957,MI,2,"(33.5135904, -101.8765543)",33.5135904,-101.8765543
4056,MI,2,"(46.488547, -87.667636)",46.488547,-87.667636
4055,MI,14,"(46.4555673, -90.1684371)",46.4555673,-90.1684371
4054,MI,6,"(46.1222973, -88.7168984)",46.1222973,-88.7168984
4053,MI,12,"(45.820233, -88.06596)",45.820233,-88.06596
4052,MI,2,"(42.9469688, -85.0713945)",42.9469688,-85.0713945
4051,MI,6,"(42.2942045, -83.3099303)",42.2942045,-83.3099303
4050,MI,3,"(43.0247496, -83.0777153)",43.0247496,-83.0777153
4049,MI,2,"(42.4805913, -83.1668713)",42.4805913,-83.1668713
4048,MI,10,"(42.870889, -85.865235)",42.870889,-85.865235
4009,MI,1,"(42.916972, -83.5063365)",42.916972,-83.5063365
4047,MI,23,"(42.6072552, -83.9293952)",42.6072552,-83.9293952
4045,MI,154,"(46.8591287, -88.7774734)",46.8591287,-88.7774734
4044,MI,1,"(42.1461479, -84.8092709)",42.1461479,-84.8092709
4043,MI,13,"(42.636551, -84.5225271241942)",42.636551,-84.5225271242
4042,MI,24,"(42.7919727, -83.6277255)",42.7919727,-83.6277255
4041,MI,85,"(42.7876022, -86.1090828)",42.7876022,-86.1090828
4040,MI,1,"(41.8779105, -84.5984396)",41.8779105,-84.5984396
4039,MI,1,"(45.059177, -83.901106)",45.059177,-83.901106
4038,MI,32,"(42.4057135, -83.0969467)",42.4057135,-83.0969467
4036,MI,1,"(45.711075, -87.60207)",45.711075,-87.60207
4035,MI,2,"(43.4147379, -84.229942)",43.4147379,-84.229942
4046,MI,1,"(44.314739, -84.7647496)",44.314739,-84.7647496
4008,MI,4,"(43.9747774, -84.3873235)",43.9747774,-84.3873235
4037,MI,1,"(44.1455678, -85.2664329)",44.1455678,-85.2664329
4006,MI,10,"(42.3255929, -83.3310422)",42.3255929,-83.3310422
3979,MI,1734,"(42.4644795, -83.3763219)",42.4644795,-83.3763219
3976,MI,1,"(33.4440696, -84.5946836)",33.4440696,-84.5946836
3975,MI,1,"(33.4440696, -84.5946836)",33.4440696,-84.5946836
3974,MI,1,"(44.2435453, -85.0874052)",44.2435453,-85.0874052
3973,MI,4,"(41.7934538, -83.4971152)",41.7934538,-83.4971152
3972,MI,1,"(43.088639, -84.386926)",43.088639,-84.386926
3971,MI,10,"(43.408087, -85.038632)",43.408087,-85.038632
3970,MI,2,"(42.878543, -82.48111)",42.878543,-82.48111
3968,MI,12,"(42.4683698, -82.9554746)",42.4683698,-82.9554746
3967,MI,4,"(44.279461, -83.490252)",44.279461,-83.490252
3966,MI,1,"(31.9023346, -102.2737233)",31.9023346,-102.2737233
3965,MI,1224,"(42.7355416, -84.4852469)",42.7355416,-84.4852469
3964,MI,2,"(45.158063, -85.124225)",45.158063,-85.124225
3963,MI,1,"(42.9412024, -85.6097309)",42.9412024,-85.6097309
3962,MI,3,"(44.818173, -93.1659179)",44.818173,-93.1659179
3961,MI,38,"(41.9572676, -83.6596596)",41.9572676,-83.6596596
3960,MI,10,"(41.9842123, -86.1086228)",41.9842123,-86.1086228
4007,MI,1,"(45.027513, -84.674752)",45.027513,-84.674752
3959,MI,14,"(42.3383697, -83.8885553)",42.3383697,-83.8885553
3980,MI,1,"(42.4853125, -83.3771553)",42.4853125,-83.3771553
3969,MI,2,"(42.5092039, -84.655814)",42.5092039,-84.655814
4005,MI,21,"(42.2886529, -85.418056)",42.2886529,-85.418056
4004,MI,2,"(47.2988114, -88.3601113)",47.2988114,-88.3601113
3982,MI,1,"(41.9225734, -77.2410871)",41.9225734,-77.2410871
4002,MI,23,"(43.467517, -85.942001)",43.467517,-85.942001
4001,MI,9,"(42.539202, -82.9493652)",42.539202,-82.9493652
4000,MI,2,"(44.633622, -86.234184)",44.633622,-86.234184
3998,MI,8,"(42.6605894, -84.0730142)",42.6605894,-84.0730142
3997,MI,11,"(43.041495, -82.4807234018993)",43.041495,-82.4807234019
3996,MI,1,"(43.00180705, -83.7749816997941)",43.00180705,-83.7749816998
3995,MI,209,"(43.0171773, -83.7236024)",43.0171773,-83.7236024
3999,MI,2,"(43.331787, -83.738054)",43.331787,-83.738054
3993,MI,26,"(42.0964314, -83.2918744)",42.0964314,-83.2918744
3992,MI,24,"(42.4605917, -83.1346478)",42.4605917,-83.1346478
3991,MI,6,"(42.7978061, -83.7049498)",42.7978061,-83.7049498
3990,MI,2,"(42.5941052, -86.1045955)",42.5941052,-86.1045955
3986,MI,109,"(42.4853125, -83.3771553)",42.4853125,-83.3771553
3984,MI,10975,"(42.4853125, -83.3771553)",42.4853125,-83.3771553
3994,MI,3,"(37.0542776, -81.9823483)",37.0542776,-81.9823483
3985,MI,88,"(42.4853125, -83.3771553)",42.4853125,-83.3771553
4415,MN,3,"(46.0705151, -93.6677455)",46.0705151,-93.6677455
4424,MN,1,"(45.8260672, -92.9685423)",45.8260672,-92.9685423
4423,MN,1,"(45.9816318, -94.1047124)",45.9816318,-94.1047124
4422,MN,1,"(46.5944042, -95.5725415)",46.5944042,-95.5725415
4421,MN,1,"(46.6030198, -94.3094399)",46.6030198,-94.3094399
4417,MN,2,"(45.304687, -96.444779)",45.304687,-96.444779
4419,MN,17,"(44.0839937, -93.2261076)",44.0839937,-93.2261076
4418,MN,23,"(45.1194091, -93.4024532)",45.1194091,-93.4024532
4414,MN,2,"(44.77635, -94.9897214)",44.77635,-94.9897214
4416,MN,1,"(44.9713519, -93.6044033)",44.9713519,-93.6044033
4425,MN,1,"(48.1061993, -90.6298906)",48.1061993,-90.6298906
4420,MN,1,"(45.3804687, -94.711892)",45.3804687,-94.711892
4426,MN,4,"(44.0270012, -96.2566582)",44.0270012,-96.2566582
4436,MN,131,"(44.8766431, -93.2877877)",44.8766431,-93.2877877
4428,MN,5,"(47.8871994, -90.7967523)",47.8871994,-90.7967523
4429,MN,2,"(45.5726619, -93.5853656)",45.5726619,-93.5853656
4430,MN,2,"(44.9338496, -95.1875089)",44.9338496,-95.1875089
4431,MN,3,"(44.7133271, -93.4226873)",44.7133271,-93.4226873
4432,MN,8,"(45.0165728, -93.0949501)",45.0165728,-93.0949501
4433,MN,1,"(47.8822511, -96.2731977)",47.8822511,-96.2731977
4434,MN,5,"(44.5624676, -92.5338013)",44.5624676,-92.5338013
4435,MN,2,"(44.7242874, -94.9084771)",44.7242874,-94.9084771
4437,MN,5,"(45.031696, -93.3353198)",45.031696,-93.3353198
4438,MN,1967,"(44.0233269, -92.4630215)",44.0233269,-92.4630215
4413,MN,31,"(44.9630216, -92.9649361)",44.9630216,-92.9649361
4439,MN,2,"(45.4719088, -94.3408273)",45.4719088,-94.3408273
4427,MN,652,"(45.0065149, -93.46651)",45.0065149,-93.46651
4412,MN,30,"(44.4582041, -93.161159)",44.4582041,-93.161159
4388,MN,6137,"(44.9772995, -93.2654692)",44.9772995,-93.2654692
4410,MN,2,"(45.102744, -93.0791092)",45.102744,-93.0791092
4440,MN,2,"(45.1888534, -93.5530144)",45.1888534,-93.5530144
4383,MN,1,"(44.1741299, -93.2463242)",44.1741299,-93.2463242
4384,MN,94,"(45.0352411, -93.5824586)",45.0352411,-93.5824586
4385,MN,2,"(45.6746873, -94.8075152)",45.6746873,-94.8075152
4386,MN,75,"(44.8835768, -93.1382749)",44.8835768,-93.1382749
4389,MN,9,"(44.9772995, -93.2654692)",44.9772995,-93.2654692
4392,MN,1,"(44.55885, -95.985586)",44.55885,-95.985586
4393,MN,732,"(44.9127229, -93.499059)",44.9127229,-93.499059
4394,MN,1,"(44.9475809183189, -93.2992454355719)",44.9475809183,-93.2992454356
4395,MN,13,"(44.942523, -95.723559)",44.942523,-95.723559
4396,MN,39,"(46.8739081, -96.7538674)",46.8739081,-96.7538674
4397,MN,91,"(45.586072, -95.913941)",45.586072,-95.913941
4398,MN,4,"(44.9778047, -93.253318)",44.9778047,-93.253318
4399,MN,3,"(45.1068949, -93.2075931)",45.1068949,-93.2075931
4400,MN,1,"(43.9392996, -94.9309224)",43.9392996,-94.9309224
4401,MN,1,"(47.380214, -93.168252)",47.380214,-93.168252
4402,MN,10,"(45.0628999, -93.2060969)",45.0628999,-93.2060969
4404,MN,176,"(45.0380201, -93.3866185)",45.0380201,-93.3866185
4405,MN,7,"(44.5433331, -93.5760445)",44.5433331,-93.5760445
4406,MN,8,"(44.2821195, -94.4518552125641)",44.2821195,-94.4518552126
4407,MN,1,"(45.0049332, -93.3058775282571)",45.0049332,-93.3058775283
4408,MN,2,"(46.5205224, -94.288609)",46.5205224,-94.288609
4409,MN,18,"(44.1732996, -94.0338451)",44.1732996,-94.0338451
4411,MN,2,"(45.0124657, -92.9918828)",45.0124657,-92.9918828
4441,MN,20,"(44.7391873, -93.12611)",44.7391873,-93.12611
4491,MN,6,"(44.8585738, -93.6616266)",44.8585738,-93.6616266
4475,MN,9,"(45.5649648, -94.3183231)",45.5649648,-94.3183231
4476,MN,133,"(44.9475726, -93.3569023)",44.9475726,-93.3569023
4477,MN,3,"(45.210202, -93.6648083)",45.210202,-93.6648083
4478,MN,1153,"(44.9504037, -93.1015026)",44.9504037,-93.1015026
4479,MN,1,"(44.8421887, -92.9913243)",44.8421887,-92.9913243
4480,MN,4,"(44.3238384, -93.9585295)",44.3238384,-93.9585295
4481,MN,14,"(44.9504037, -93.1015026)",44.9504037,-93.1015026
4482,MN,2,"(44.86038, -93.3316592)",44.86038,-93.3316592
4483,MN,16,"(45.0564041, -92.8134982)",45.0564041,-92.8134982
4484,MN,1,"(45.0564041, -92.8134982)",45.0564041,-92.8134982
4485,MN,1,"(44.593573, -96.065868)",44.593573,-96.065868
4474,MN,2,"(43.9824577, -94.6269181)",43.9824577,-94.6269181
4487,MN,2,"(48.1172301, -96.1770667)",48.1172301,-96.1770667
4489,MN,3,"(47.0256536, -91.6729182)",47.0256536,-91.6729182
4490,MN,26,"(45.0574659, -93.0738306)",45.0574659,-93.0738306
4492,MN,1,"(47.52326, -92.536571)",47.52326,-92.536571
4493,MN,1,"(44.4019893, -95.2560729)",44.4019893,-95.2560729
4494,MN,8,"(44.8507957, -93.7869088)",44.8507957,-93.7869088
4495,MN,1,"(47.101709, -94.585026)",47.101709,-94.585026
4496,MN,1,"(44.3044091, -92.7904749)",44.3044091,-92.7904749
4497,MN,2,"(48.1966421, -96.7728401)",48.1966421,-96.7728401
4498,MN,5,"(48.905266, -95.314404)",48.905266,-95.314404
4499,MN,130,"(44.9741995, -93.5069942)",44.9741995,-93.5069942
4382,MN,46,"(44.9825445, -93.2362340449693)",44.9825445,-93.236234045
4500,MN,1,"(44.916091, -93.1016275)",44.916091,-93.1016275
4488,MN,2,"(47.57379, -90.836259)",47.57379,-90.836259
4473,MN,98,"(45.5616075, -94.1642004)",45.5616075,-94.1642004
4472,MN,1,"(43.9693607, -92.0659824)",43.9693607,-92.0659824
4471,MN,1,"(45.6866317, -94.6122301)",45.6866317,-94.6122301
4444,MN,1,"(43.8082606, -91.7531265)",43.8082606,-91.7531265
4445,MN,2,"(44.9055181, -93.7474636)",44.9055181,-93.7474636
4446,MN,19,"(45.5767716, -94.0670074448411)",45.5767716,-94.0670074448
4447,MN,2,"(47.3193059, -1.2699951)",47.3193059,-1.2699951
4448,MN,3,"(44.9475726, -93.3569023)",44.9475726,-93.3569023
4449,MN,4,"(45.210202, -93.6648083)",45.210202,-93.6648083
4450,MN,125,"(47.2378589, -1.0137777)",47.2378589,-1.0137777
4451,MN,23,"(18.3560678, -64.9470906)",18.3560678,-64.9470906
4452,MN,34,"(45.6216319, -94.2069365)",45.6216319,-94.2069365
4454,MN,1,"(45.737465, -94.9525216)",45.737465,-94.9525216
4455,MN,1,"(45.737465, -94.9525216)",45.737465,-94.9525216
4456,MN,1,"(45.5913275, -94.1673802)",45.5913275,-94.1673802
4457,MN,66,"(44.7779041, -93.3356204)",44.7779041,-93.3356204
4458,MN,67,"(44.7980186, -93.5268986)",44.7980186,-93.5268986
4459,MN,175,"(45.0722056, -93.1282878)",45.0722056,-93.1282878
4460,MN,9,"(43.987742, -95.755846)",43.987742,-95.755846
4461,MN,7,"(44.3041897, -94.7147573500877)",44.3041897,-94.7147573501
4462,MN,1,"(40.4978545, -74.7569311)",40.4978545,-74.7569311
4463,MN,2,"(44.8938832, -93.0368359)",44.8938832,-93.0368359
4464,MN,5,"(44.8938832, -93.0368359)",44.8938832,-93.0368359
4465,MN,16,"(45.1154274, -93.2492872)",45.1154274,-93.2492872
4466,MN,5,"(44.9352407, -93.6321817)",44.9352407,-93.6321817
4467,MN,1,"(43.9824577, -94.6269181)",43.9824577,-94.6269181
4468,MN,1,"(45.5616075, -94.1642004)",45.5616075,-94.1642004
4469,MN,6,"(44.9475726, -93.3569023)",44.9475726,-93.3569023
4470,MN,145,"(44.9504037, -93.1015026)",44.9504037,-93.1015026
4442,MN,93,"(45.0060767, -93.1566107)",45.0060767,-93.1566107
4381,MN,2,"(44.9533351, -92.9953373)",44.9533351,-92.9953373
4504,MN,1,"(44.8987487, -93.2825491)",44.8987487,-93.2825491
4379,MN,38,"(45.0759797, -93.4561052)",45.0759797,-93.4561052
4291,MN,3,"(44.516239, -92.8822218662587)",44.516239,-92.8822218663
4292,MN,1,"(44.807118, -93.7871792)",44.807118,-93.7871792
4293,MN,13,"(45.3938525, -92.8166024)",45.3938525,-92.8166024
4294,MN,2,"(45.1888539, -93.3974538)",45.1888539,-93.3974538
4295,MN,54,"(44.8618403, -93.5307207)",44.8618403,-93.5307207
4296,MN,86,"(44.7894072, -93.6021791)",44.7894072,-93.6021791
4297,MN,2,"(45.1417838, -93.1544896)",45.1417838,-93.1544896
4298,MN,3,"(44.0441674, -92.9976958)",44.0441674,-92.9976958
4299,MN,2,"(47.5643825, -95.3747844)",47.5643825,-95.3747844
4301,MN,2,"(45.4557973, -94.4288849)",45.4557973,-94.4288849
4302,MN,15,"(45.5944091, -94.3630526)",45.5944091,-94.3630526
4290,MN,5,"(45.5727408, -93.2243921)",45.5727408,-93.2243921
4303,MN,1,"(47.9149076, -90.47301)",47.9149076,-90.47301
4305,MN,4,"(44.9420971, -93.2413564)",44.9420971,-93.2413564
4306,MN,13,"(44.8277446, -92.9438218)",44.8277446,-92.9438218
4307,MN,1,"(44.019068, -95.1658845)",44.019068,-95.1658845
4308,MN,12,"(47.7741383, -96.6081212)",47.7741383,-96.6081212
4309,MN,2,"(45.0375868, -93.3593224)",45.0375868,-93.3593224
4311,MN,5,"(45.0816298, -94.3069284)",45.0816298,-94.3069284
